sample_id,label,variety,variety_group,"1,2-anhydro-myo-inositol",1-hexadecanol,2-hydroxyglutaric acid,2-isopropylmalic acid,2-ketoisocaproic acid,"3,6-anhydrogalactose",3-hydroxy-3-methylglutaric acid,4-hydroxyproline,alanine,alpha ketoglutaric acid,arabinose,arabitol,arachidic acid,asparagine,aspartic acid,behenic acid,benzoic acid,beta alanine,butyl stearate,caffeic acid,cellobiose,cis-caffeic acid,citramalate,citric acid,citrulline,conduritol-beta-epoxide,cysteine,dehydroascorbate,erythritol,fructose,fucose,GABA,galactinol,galactonic acid,galactose,galacturonic acid,glucoheptulose,gluconic acid,glucose,glucuronic acid,glutamic acid,glyceric acid,glycerol,glycerol-3-galactoside NIST,glycerol-alpha-phosphate,glycine,guanine,heptadecanoic acid,homoserine,indole-3-lactate,inositol myo-,inulobiose,isocitric acid,isogalactinol,isoleucine,isothreonic acid,lactic acid,Lauric acid,leucine,lysine,lyxitol,malate,maleic acid,maltose,mannitol,melibiose,methionine,N-acetyl-D-hexosamine,N-acetyl-D-mannosamine,nicotianamine,octadecanol,Oleic acid,ornithine,oxoproline,palmitic acid,pelargonic acid,phenylalanine,pipecolic acid,proline,pseudo uridine,putrescine,quinic acid,ribonic acid,ribose,saccharopine,serine,shikimic acid,sophorose,sorbitol,spermidine,Stearic acid,suberyl glycine,succinic acid,talose,tartaric acid,threitol,threonic acid,threonine,trehalose,tryptophan,tyrosine,uracil,urea,uridine,valine,xanthine,xylitol,xylose
421811,"Chardonnay, Monterey, CA 2003",Chardonnay,Chardonnay,10602.0,1047.0,79029.0,7484.0,602.0,1013.0,1725.0,29104.0,497994.0,3489.0,41197.0,6666.0,1247.0,12153.0,62392.0,2324.0,4474.0,21889.0,835.0,3878.0,2274.0,2892.0,13266.0,138457.0,16889.0,49809.0,1221.0,9567.0,67584.0,72898.0,14157.0,435939.0,909.0,1211.0,23941.0,100871.0,3368.0,3471.0,256995.0,2142.0,18385.0,5347.0,526041.0,6160.0,2607.0,100086.0,796.0,1565.0,4910.0,2821.0,163793.0,897.0,5800.0,2610.0,22316.0,3793.0,145898.0,16433.0,74995.0,54950.0,4491.0,367509.0,357670.0,1740.0,96059.0,2680.0,2494.0,9239.0,12895.0,414.0,633.0,140.0,107220.0,603146.0,4621.0,8510.0,14977.0,10735.0,2930969.0,563.0,19485.0,2502.0,2182.0,5367.0,865.0,53251.0,61178.0,3196.0,78760.0,1180.0,33248.0,1153.0,823222.0,2598.0,371792.0,9204.0,5855.0,24762.0,903.0,1548.0,53905.0,24090.0,2252.0,353.0,57837.0,641.0,2324.0,19042.0
421815,"Chardonnay, Monterey, CA 2003",Chardonnay,Chardonnay,9166.0,3357.0,72039.0,6771.0,626.0,742.0,2240.0,19334.0,478120.0,3110.0,28582.0,6381.0,1428.0,17227.0,61443.0,1776.0,2661.0,19284.0,2591.0,1746.0,1801.0,2028.0,12077.0,125874.0,16154.0,47279.0,2100.0,9046.0,69878.0,69170.0,9907.0,394319.0,748.0,1349.0,16816.0,101930.0,2699.0,3613.0,223003.0,1682.0,18569.0,2720.0,794373.0,5636.0,1249.0,91473.0,683.0,2271.0,4613.0,2512.0,175678.0,511.0,5871.0,2047.0,19466.0,3391.0,132021.0,3249.0,71322.0,53261.0,3471.0,318578.0,343972.0,1578.0,112193.0,2299.0,5365.0,10287.0,12058.0,461.0,771.0,217.0,139812.0,541553.0,9056.0,4592.0,18698.0,9356.0,3061465.0,390.0,17024.0,2396.0,2024.0,5331.0,777.0,43945.0,58496.0,3186.0,68769.0,1132.0,50163.0,2497.0,760646.0,3877.0,353899.0,5232.0,5280.0,19235.0,598.0,1757.0,50184.0,8799.0,4173.0,202.0,46859.0,497.0,2878.0,15051.0
421819,"Chardonnay, Monterey, CA 2003",Chardonnay,Chardonnay,7901.0,2022.0,57029.0,5334.0,378.0,745.0,1678.0,17986.0,469770.0,2145.0,32463.0,5237.0,971.0,14739.0,48730.0,1581.0,2636.0,15068.0,1417.0,1986.0,1821.0,1095.0,9375.0,111466.0,13374.0,44697.0,851.0,7728.0,59866.0,62030.0,8627.0,323993.0,1053.0,1167.0,15751.0,104243.0,3071.0,3161.0,210785.0,1713.0,15065.0,2343.0,1248700.0,5442.0,1641.0,71630.0,566.0,2113.0,3521.0,2713.0,173304.0,810.0,4474.0,3396.0,14821.0,2897.0,142742.0,13527.0,59662.0,46366.0,3261.0,322119.0,334345.0,1690.0,108213.0,2744.0,4287.0,10044.0,10864.0,445.0,855.0,168.0,123212.0,411912.0,8496.0,6378.0,15432.0,7272.0,3260962.0,2889.0,14934.0,2109.0,1675.0,4376.0,694.0,31256.0,48925.0,3867.0,75020.0,1294.0,51839.0,2022.0,609492.0,2329.0,316328.0,6283.0,4442.0,16694.0,1432.0,1902.0,43085.0,4800.0,3440.0,76.0,36613.0,365.0,2634.0,14337.0
421824,"Chardonnay, Napa, CA 2003",Chardonnay,Chardonnay,9419.0,1328.0,40510.0,3178.0,414.0,1570.0,919.0,11001.0,186493.0,1100.0,35726.0,4323.0,1511.0,11961.0,28474.0,1989.0,3140.0,12017.0,1247.0,2578.0,12102.0,1100.0,20237.0,38030.0,1228.0,45101.0,2074.0,8378.0,56198.0,109086.0,12327.0,228642.0,1877.0,986.0,13963.0,103333.0,2658.0,574.0,255118.0,1703.0,10482.0,3089.0,951606.0,8992.0,438.0,77469.0,1260.0,2413.0,3868.0,720.0,235893.0,2074.0,3518.0,4444.0,32348.0,2937.0,1682812.0,14007.0,105278.0,64444.0,2839.0,15874.0,235018.0,2892.0,504908.0,10226.0,6247.0,11387.0,12236.0,561.0,808.0,95.0,9837.0,133393.0,12827.0,8706.0,22591.0,7472.0,2279543.0,3068.0,10360.0,5311.0,2129.0,6578.0,419.0,19702.0,43757.0,6117.0,73392.0,1503.0,73820.0,914.0,667532.0,2215.0,458379.0,7142.0,5731.0,14176.0,1989.0,2660.0,36842.0,9504.0,1546.0,29.0,53505.0,454.0,1900.0,30192.0
421828,"Chardonnay, Napa, CA 2003",Chardonnay,Chardonnay,9927.0,1254.0,43173.0,2881.0,677.0,1044.0,1950.0,9688.0,203756.0,1187.0,30549.0,4439.0,1696.0,2084.0,28906.0,2449.0,3846.0,12345.0,1319.0,2486.0,10563.0,1040.0,21865.0,37859.0,1252.0,45440.0,125.0,8756.0,63717.0,121794.0,14733.0,241849.0,1603.0,862.0,18226.0,106554.0,3742.0,561.0,280197.0,1794.0,10819.0,2602.0,1125374.0,8984.0,1526.0,81630.0,1458.0,2461.0,3787.0,960.0,256261.0,1623.0,3857.0,4453.0,32874.0,3097.0,1980790.0,7337.0,100339.0,66258.0,2989.0,16796.0,204008.0,3254.0,571575.0,8703.0,6328.0,10981.0,13788.0,437.0,682.0,262.0,10537.0,146025.0,8031.0,10395.0,22827.0,7224.0,1612217.0,2556.0,11156.0,5544.0,2575.0,6196.0,565.0,21018.0,51480.0,5430.0,73513.0,1641.0,58742.0,1123.0,638995.0,2047.0,492249.0,7120.0,5899.0,18092.0,2053.0,2217.0,39196.0,7076.0,3209.0,173.0,55355.0,550.0,1913.0,30652.0
421832,"Chardonnay, Napa, CA 2003",Chardonnay,Chardonnay,9378.0,1326.0,46142.0,3254.0,790.0,1647.0,2547.0,12430.0,185469.0,2028.0,37023.0,5718.0,2022.0,11586.0,35355.0,3147.0,8676.0,12162.0,11179.0,2166.0,9934.0,1319.0,24008.0,43062.0,1642.0,44687.0,776.0,8859.0,54858.0,119615.0,13958.0,225921.0,1816.0,1105.0,14603.0,109625.0,4013.0,811.0,251501.0,2035.0,10495.0,2562.0,877710.0,9739.0,999.0,79242.0,1604.0,2408.0,5288.0,1116.0,216208.0,1474.0,4211.0,3964.0,35678.0,3290.0,1399231.0,5013.0,114135.0,71592.0,2766.0,17970.0,241001.0,3264.0,490251.0,7916.0,7530.0,12147.0,13038.0,416.0,903.0,589.0,17112.0,159908.0,9312.0,15557.0,25836.0,6678.0,2423176.0,3076.0,11464.0,5746.0,2613.0,6883.0,630.0,26774.0,48075.0,5984.0,59471.0,1876.0,65393.0,1014.0,777718.0,2482.0,483561.0,7453.0,6695.0,18126.0,1969.0,2820.0,40806.0,12655.0,1549.0,318.0,56206.0,524.0,2078.0,31353.0
421836,"Chardonnay, Napa, CA 2003",Chardonnay,Chardonnay,11741.0,1345.0,55621.0,3807.0,574.0,1644.0,1930.0,11539.0,186988.0,1277.0,41911.0,4621.0,2363.0,10522.0,34377.0,3144.0,4998.0,14414.0,11703.0,2561.0,15398.0,2026.0,25760.0,50415.0,1787.0,49632.0,739.0,10012.0,68680.0,120409.0,14739.0,253155.0,2521.0,1344.0,16310.0,122069.0,4163.0,791.0,274325.0,11514.0,9804.0,1712.0,719328.0,11445.0,938.0,90754.0,1672.0,2377.0,4576.0,922.0,228170.0,1932.0,5145.0,5712.0,37618.0,3708.0,1542740.0,11016.0,116278.0,80386.0,3439.0,19353.0,223483.0,4518.0,524472.0,10667.0,7058.0,14305.0,16023.0,769.0,944.0,420.0,9076.0,185631.0,12184.0,15113.0,26423.0,8242.0,2116922.0,980.0,12579.0,5947.0,3009.0,7371.0,449.0,25415.0,53082.0,7013.0,78180.0,1791.0,88651.0,1766.0,725396.0,2289.0,519405.0,8133.0,7346.0,20280.0,2461.0,3100.0,45993.0,17084.0,1611.0,358.0,59160.0,755.0,2306.0,35049.0
421840,"Chardonnay, Napa, CA 2003",Chardonnay,Chardonnay,6150.0,1570.0,49772.0,3318.0,515.0,1428.0,1596.0,11694.0,169315.0,1882.0,40454.0,4582.0,2139.0,11406.0,36674.0,1931.0,4224.0,13523.0,10111.0,2494.0,12367.0,1652.0,25466.0,42852.0,1518.0,44390.0,443.0,9384.0,71035.0,107349.0,14930.0,251326.0,2347.0,1258.0,14561.0,100432.0,4036.0,730.0,238006.0,483.0,9869.0,1955.0,1468103.0,9644.0,653.0,88103.0,1737.0,2430.0,4779.0,904.0,213262.0,1931.0,4411.0,5030.0,35041.0,3490.0,1418056.0,15587.0,107231.0,71802.0,3125.0,19265.0,210682.0,3513.0,553353.0,1976.0,8009.0,12412.0,13906.0,691.0,791.0,484.0,10273.0,156538.0,10980.0,14926.0,26865.0,7396.0,1837996.0,904.0,11153.0,5552.0,2665.0,7137.0,651.0,27524.0,48707.0,7015.0,60832.0,1616.0,75517.0,1787.0,763905.0,4593.0,465658.0,7645.0,6972.0,22950.0,2194.0,2762.0,43803.0,16367.0,1554.0,508.0,57195.0,563.0,2558.0,30742.0
421844,"Chardonnay, Napa, CA 2003",Chardonnay,Chardonnay,9566.0,2343.0,49619.0,3365.0,545.0,1742.0,2459.0,13178.0,182887.0,2014.0,39814.0,5504.0,1782.0,13280.0,34892.0,2972.0,8194.0,13540.0,7561.0,2397.0,13628.0,1447.0,24565.0,44523.0,1472.0,52272.0,250.0,10441.0,63188.0,113726.0,14402.0,223000.0,2524.0,1306.0,16206.0,117879.0,4445.0,677.0,265311.0,9284.0,12151.0,2241.0,800586.0,10891.0,624.0,85272.0,1918.0,2426.0,4818.0,1229.0,222905.0,2385.0,4847.0,5208.0,37880.0,3550.0,1339283.0,5443.0,116516.0,80775.0,3070.0,18484.0,232542.0,3801.0,570245.0,11664.0,8452.0,11828.0,14878.0,854.0,844.0,527.0,13611.0,163356.0,11520.0,17144.0,28580.0,8453.0,2338418.0,4004.0,11867.0,5751.0,2769.0,6964.0,584.0,27302.0,51864.0,7146.0,74264.0,1849.0,66835.0,1522.0,774083.0,3216.0,495233.0,7854.0,6720.0,19335.0,2714.0,2944.0,46665.0,1522.0,1742.0,341.0,59129.0,659.0,1875.0,31926.0
421849,"Chardonnay, SE Australia, 2004",Chardonnay,Chardonnay,14063.0,2445.0,40223.0,2996.0,600.0,4227.0,2222.0,12318.0,285760.0,1960.0,86826.0,8462.0,1579.0,11918.0,31751.0,2978.0,3198.0,8407.0,4527.0,2262.0,14535.0,1224.0,12578.0,127784.0,10349.0,46447.0,537.0,6143.0,64858.0,401666.0,15726.0,179719.0,1517.0,1314.0,576665.0,191086.0,3208.0,5350.0,817509.0,3807.0,14703.0,3716.0,723261.0,9458.0,970.0,58191.0,274.0,2181.0,2935.0,579.0,196873.0,23775.0,5732.0,3545.0,12438.0,3634.0,188514.0,8708.0,46380.0,36139.0,2818.0,254830.0,88739.0,6461.0,117680.0,4666.0,3297.0,9310.0,9188.0,769.0,477.0,289.0,97644.0,247598.0,9066.0,12882.0,11769.0,10040.0,1809503.0,3502.0,15181.0,1742.0,2336.0,5600.0,549.0,31737.0,28492.0,7054.0,106459.0,550.0,66133.0,1395.0,510850.0,21739.0,305903.0,6687.0,5615.0,16926.0,6462.0,1837.0,32251.0,8340.0,2156.0,254.0,32445.0,336.0,2733.0,30466.0
421853,"Chardonnay, SE Australia, 2004",Chardonnay,Chardonnay,13735.0,2590.0,36266.0,2890.0,365.0,4256.0,1613.0,11252.0,286181.0,1407.0,83499.0,8055.0,997.0,10024.0,30000.0,1618.0,4042.0,7985.0,1033.0,2818.0,11391.0,819.0,12327.0,107457.0,7666.0,43665.0,32.0,5329.0,63092.0,384357.0,16917.0,197704.0,1301.0,1286.0,40276.0,191559.0,2694.0,4685.0,761051.0,3427.0,12574.0,3407.0,1040822.0,8185.0,1512.0,59278.0,209.0,1563.0,2242.0,454.0,191563.0,18930.0,4981.0,2284.0,12530.0,3579.0,246204.0,4660.0,44929.0,32459.0,2964.0,277514.0,64689.0,5511.0,101802.0,5254.0,3208.0,10584.0,7508.0,466.0,486.0,144.0,79801.0,251259.0,6107.0,6719.0,11934.0,7226.0,1826581.0,2001.0,15109.0,1534.0,2227.0,5113.0,261.0,28861.0,27209.0,5753.0,113401.0,399.0,36033.0,1415.0,615393.0,345472.0,282582.0,8121.0,5384.0,17330.0,4872.0,1283.0,28240.0,949.0,2195.0,54.0,32519.0,270.0,2872.0,25742.0
421857,"Chardonnay, SE Australia, 2004",Chardonnay,Chardonnay,12968.0,2206.0,38774.0,2762.0,542.0,4642.0,2367.0,9825.0,278703.0,1755.0,66592.0,8575.0,1564.0,11303.0,30522.0,2777.0,3441.0,8045.0,4611.0,1834.0,13036.0,1253.0,12395.0,119174.0,9969.0,45433.0,205.0,5733.0,59697.0,393964.0,16254.0,211115.0,1671.0,5190.0,524655.0,186818.0,3350.0,4996.0,813051.0,3489.0,14123.0,2885.0,735063.0,9222.0,860.0,55346.0,216.0,2152.0,2843.0,452.0,187919.0,21172.0,5490.0,2933.0,12165.0,3861.0,177479.0,9093.0,45481.0,35607.0,2942.0,256110.0,100908.0,6860.0,147561.0,5217.0,3112.0,10256.0,8626.0,841.0,686.0,231.0,87296.0,243902.0,8952.0,12705.0,11854.0,10208.0,1911732.0,494.0,14459.0,1830.0,2508.0,4985.0,300.0,32052.0,27082.0,7071.0,100423.0,529.0,68679.0,1472.0,499623.0,23663.0,318819.0,7165.0,5498.0,17714.0,6737.0,1571.0,32347.0,8142.0,1480.0,232.0,31840.0,401.0,2692.0,27510.0
421861,"Chardonnay, SE Australia, 2004",Chardonnay,Chardonnay,14254.0,2369.0,44869.0,3517.0,371.0,4954.0,2094.0,13939.0,336612.0,1744.0,96880.0,9924.0,1571.0,12468.0,39649.0,2614.0,3107.0,10162.0,4355.0,2500.0,16831.0,1538.0,14951.0,75851.0,9011.0,55637.0,1508.0,6446.0,71480.0,325501.0,17607.0,235730.0,1951.0,5663.0,44181.0,214248.0,3681.0,6131.0,722058.0,2563.0,19256.0,3215.0,485129.0,11871.0,1289.0,68780.0,286.0,2285.0,3351.0,509.0,219864.0,31293.0,6097.0,3645.0,14432.0,4485.0,238527.0,5436.0,54352.0,40724.0,3240.0,308401.0,115648.0,8144.0,78121.0,2359.0,3902.0,11659.0,9892.0,522.0,925.0,220.0,69815.0,290250.0,10634.0,15175.0,14348.0,12003.0,2154844.0,3824.0,16641.0,1798.0,2725.0,6104.0,447.0,38514.0,31968.0,8794.0,116267.0,867.0,67648.0,2727.0,700640.0,89592.0,331348.0,9217.0,6737.0,20734.0,8200.0,1766.0,39306.0,9035.0,2657.0,174.0,38367.0,384.0,3511.0,35976.0
421865,"Chardonnay, SE Australia, 2004",Chardonnay,Chardonnay,14189.0,2197.0,41038.0,3029.0,643.0,4592.0,1778.0,11870.0,321094.0,1697.0,90935.0,8536.0,1108.0,10283.0,33695.0,1862.0,4385.0,8500.0,1323.0,2152.0,10727.0,1240.0,13136.0,118838.0,9644.0,47058.0,2980.0,5650.0,67800.0,413941.0,17148.0,217252.0,1131.0,4586.0,32884.0,201155.0,3025.0,5409.0,812098.0,3554.0,13417.0,5549.0,567338.0,8392.0,1347.0,60520.0,202.0,1709.0,2376.0,467.0,210479.0,17371.0,5522.0,2111.0,12668.0,3913.0,238603.0,1865.0,48803.0,34122.0,3544.0,289886.0,81592.0,5148.0,129655.0,1684.0,3412.0,9871.0,8781.0,534.0,649.0,236.0,74708.0,260770.0,8574.0,12101.0,12063.0,8279.0,1940750.0,2321.0,16367.0,1673.0,2479.0,5571.0,467.0,30659.0,27339.0,5397.0,126365.0,565.0,43497.0,1174.0,642830.0,309816.0,245527.0,8259.0,6029.0,16800.0,4924.0,1271.0,31453.0,1337.0,2113.0,74.0,34351.0,275.0,3712.0,33401.0
421869,"Chardonnay, SE Australia, 2004",Chardonnay,Chardonnay,12584.0,1209.0,45497.0,3591.0,399.0,4743.0,2166.0,13890.0,323503.0,1875.0,90614.0,9168.0,1493.0,12333.0,38265.0,2208.0,2973.0,9073.0,4018.0,2066.0,13756.0,1463.0,14873.0,131450.0,10149.0,50519.0,28.0,6667.0,73802.0,272298.0,17646.0,234360.0,1405.0,1591.0,37104.0,206497.0,3286.0,5868.0,718344.0,3970.0,17027.0,3112.0,694654.0,9938.0,929.0,67578.0,259.0,2203.0,3197.0,492.0,204282.0,20149.0,5860.0,2954.0,14435.0,4325.0,245212.0,5695.0,51437.0,39958.0,3446.0,289752.0,118444.0,6670.0,85630.0,6340.0,4168.0,10494.0,9909.0,718.0,883.0,337.0,89947.0,296096.0,8553.0,14351.0,13667.0,11060.0,2015943.0,465.0,18367.0,1772.0,2849.0,6531.0,561.0,37540.0,31869.0,6315.0,126814.0,630.0,63458.0,2083.0,725466.0,94289.0,342808.0,9192.0,6242.0,21117.0,6382.0,1671.0,35495.0,9586.0,2168.0,223.0,36050.0,455.0,3720.0,39708.0
421874,"Elevage Blanc, Napa, CA 2004",Elevage Blanc,Elevage Blanc,10552.0,4185.0,160041.0,12673.0,675.0,3508.0,4239.0,6670.0,158776.0,11346.0,34512.0,6040.0,1764.0,11214.0,25719.0,3458.0,7089.0,3565.0,8995.0,1529.0,94086.0,849.0,20938.0,10893.0,812.0,31460.0,1650.0,45840.0,101370.0,191451.0,20657.0,50270.0,3517.0,1021.0,15459.0,83338.0,3495.0,1075.0,218925.0,8134.0,8158.0,4563.0,1192997.0,10393.0,4046.0,57397.0,993.0,3063.0,4239.0,654.0,309368.0,1203.0,6539.0,4668.0,28583.0,3661.0,1116599.0,9595.0,94141.0,59970.0,7343.0,12813.0,116847.0,14547.0,229274.0,15680.0,6173.0,11949.0,11680.0,448.0,1325.0,593.0,5586.0,81665.0,19282.0,21770.0,20287.0,13179.0,1012950.0,1748.0,27368.0,3326.0,3056.0,8545.0,701.0,21126.0,21015.0,29115.0,80819.0,644.0,156567.0,2666.0,2053126.0,2493.0,724284.0,17957.0,13145.0,13552.0,28030.0,2518.0,28559.0,22265.0,3215.0,273.0,42246.0,3288.0,3357.0,21853.0
421878,"Elevage Blanc, Napa, CA 2004",Elevage Blanc,Elevage Blanc,10102.0,4879.0,164087.0,13423.0,1227.0,3988.0,4059.0,5998.0,136243.0,10229.0,12907.0,5748.0,2473.0,10655.0,28086.0,2406.0,10583.0,3056.0,1150.0,1821.0,91499.0,908.0,21699.0,11270.0,871.0,31767.0,6053.0,49805.0,115405.0,189623.0,17672.0,52823.0,2947.0,1058.0,19063.0,90144.0,3371.0,1049.0,232729.0,1886.0,8668.0,5322.0,1469607.0,9424.0,3461.0,59835.0,877.0,2630.0,4656.0,640.0,307466.0,1217.0,6225.0,4143.0,27942.0,3922.0,1114097.0,9683.0,93153.0,64528.0,6674.0,13135.0,119869.0,13163.0,143644.0,4356.0,6666.0,13529.0,11697.0,655.0,1705.0,176.0,8129.0,78292.0,18928.0,20131.0,21910.0,13175.0,1033299.0,1571.0,25611.0,2790.0,2922.0,9106.0,1235.0,18546.0,25267.0,24840.0,89304.0,798.0,162337.0,1192.0,1834396.0,5440.0,732060.0,17502.0,12197.0,12116.0,25953.0,2762.0,27503.0,16681.0,2509.0,144.0,41858.0,3044.0,3382.0,24121.0
421882,"Elevage Blanc, Napa, CA 2004",Elevage Blanc,Elevage Blanc,10163.0,2192.0,162999.0,12515.0,1374.0,3868.0,1005.0,6055.0,150344.0,10206.0,33835.0,5979.0,2199.0,13709.0,28473.0,2470.0,11727.0,2951.0,819.0,2706.0,87850.0,1410.0,20334.0,12409.0,500.0,30646.0,7074.0,46637.0,101407.0,194595.0,20930.0,51512.0,3161.0,1299.0,14719.0,85829.0,3349.0,1061.0,215190.0,731.0,9154.0,3735.0,1243982.0,8666.0,4028.0,58700.0,774.0,3446.0,3323.0,663.0,304016.0,1260.0,5879.0,4176.0,31285.0,3705.0,1204169.0,7245.0,94106.0,62028.0,8188.0,12683.0,116564.0,14828.0,160923.0,4435.0,5152.0,15492.0,12225.0,486.0,456.0,214.0,5745.0,79033.0,13009.0,19472.0,20119.0,11737.0,998985.0,1801.0,33196.0,2951.0,3227.0,9169.0,880.0,22726.0,23603.0,25844.0,85567.0,660.0,135352.0,1081.0,2065886.0,2090.0,707742.0,18551.0,13159.0,16376.0,28026.0,2396.0,28590.0,18759.0,5256.0,301.0,49137.0,2589.0,3349.0,23157.0
421886,"Elevage Blanc, Napa, CA 2004",Elevage Blanc,Elevage Blanc,7517.0,2406.0,127097.0,10763.0,875.0,2992.0,2869.0,6198.0,141471.0,7994.0,27305.0,2924.0,2439.0,7796.0,23493.0,2073.0,7910.0,2757.0,3602.0,1077.0,48376.0,728.0,16665.0,7853.0,710.0,24298.0,4740.0,34754.0,95897.0,152398.0,13670.0,43311.0,1380.0,699.0,13747.0,66233.0,1832.0,716.0,192879.0,1309.0,6165.0,4758.0,2143908.0,6201.0,1522.0,46915.0,472.0,2193.0,3516.0,460.0,277515.0,1243.0,4711.0,1970.0,22107.0,3104.0,1321639.0,6861.0,84321.0,47089.0,5278.0,10709.0,78828.0,7210.0,132275.0,6760.0,5524.0,8656.0,7965.0,543.0,1384.0,317.0,6594.0,59768.0,16648.0,40190.0,16939.0,11004.0,866897.0,1414.0,19621.0,2324.0,2398.0,7387.0,603.0,14624.0,15907.0,12047.0,70218.0,418.0,121759.0,1155.0,1948256.0,1162.0,596590.0,13828.0,10451.0,15559.0,12472.0,1726.0,20051.0,14094.0,1501.0,206.0,34246.0,2006.0,2818.0,18100.0
421890,"Elevage Blanc, Napa, CA 2004",Elevage Blanc,Elevage Blanc,8213.0,3048.0,133173.0,11185.0,719.0,2908.0,3187.0,6079.0,141068.0,7498.0,30729.0,5851.0,1352.0,8701.0,23765.0,2649.0,7921.0,3177.0,1013.0,1080.0,58483.0,867.0,15908.0,8665.0,857.0,25330.0,4224.0,36369.0,89042.0,160746.0,14412.0,44204.0,2030.0,945.0,14698.0,71751.0,2349.0,860.0,188709.0,1469.0,6948.0,6655.0,2036326.0,6583.0,2091.0,47406.0,659.0,2310.0,3550.0,590.0,293430.0,771.0,3873.0,2627.0,22838.0,3011.0,1275655.0,8437.0,83879.0,49248.0,5300.0,10012.0,87038.0,9580.0,163827.0,8969.0,5557.0,9971.0,9598.0,548.0,1483.0,362.0,7914.0,62189.0,18552.0,16791.0,18858.0,10523.0,897109.0,1198.0,20972.0,2157.0,2422.0,7695.0,1032.0,13890.0,17151.0,16834.0,69545.0,543.0,127623.0,1309.0,1966959.0,2750.0,579104.0,14253.0,10653.0,13693.0,17480.0,1926.0,21229.0,17118.0,1924.0,254.0,33125.0,2108.0,3166.0,19411.0
421649,"Fume Blanc, Napa, CA 2004",Fume Blanc,Sauvignon Blanc,9457.0,1580.0,140005.0,10785.0,1018.0,2711.0,3153.0,6158.0,158179.0,6905.0,23967.0,4453.0,2435.0,9474.0,22801.0,1952.0,9741.0,3120.0,2913.0,1278.0,64621.0,908.0,16535.0,7916.0,567.0,28886.0,4515.0,26994.0,98632.0,130697.0,13184.0,47888.0,2305.0,672.0,14680.0,75681.0,2658.0,1049.0,219525.0,747.0,6908.0,3378.0,1373613.0,10644.0,2852.0,51557.0,587.0,3429.0,2876.0,719.0,371594.0,1351.0,5271.0,3314.0,23625.0,3541.0,1482561.0,11376.0,86737.0,54092.0,5513.0,11188.0,97270.0,11309.0,159023.0,9291.0,5568.0,11104.0,11021.0,538.0,882.0,181.0,5420.0,65624.0,14738.0,30204.0,18166.0,11389.0,1010523.0,1701.0,24295.0,1811.0,2561.0,9507.0,787.0,13766.0,20223.0,21157.0,98198.0,655.0,102441.0,1598.0,1939981.0,3905.0,708352.0,15020.0,10878.0,6734.0,21369.0,3376.0,20911.0,12158.0,2926.0,252.0,37377.0,1691.0,3596.0,16156.0
421653,"Fume Blanc, Napa, CA 2004",Fume Blanc,Sauvignon Blanc,10639.0,1915.0,132151.0,10191.0,873.0,2553.0,3265.0,5157.0,137134.0,6588.0,23384.0,4796.0,2851.0,9148.0,21742.0,2415.0,5380.0,3256.0,1674.0,1598.0,80261.0,780.0,16561.0,8117.0,570.0,30145.0,5112.0,25300.0,99400.0,140485.0,14462.0,47188.0,3294.0,1365.0,12292.0,78810.0,3114.0,1160.0,227142.0,679.0,7879.0,4040.0,1715074.0,11339.0,1282.0,48911.0,719.0,3715.0,3317.0,895.0,368862.0,1596.0,4342.0,4685.0,21702.0,3303.0,1395568.0,6995.0,74308.0,53822.0,6092.0,10127.0,70663.0,13678.0,180974.0,11611.0,5604.0,11694.0,11602.0,695.0,1104.0,401.0,3779.0,64671.0,20095.0,20457.0,18697.0,10903.0,764956.0,1454.0,24245.0,1894.0,2818.0,9748.0,710.0,12706.0,20241.0,25051.0,115496.0,573.0,132560.0,1263.0,1907071.0,3165.0,693928.0,13983.0,11017.0,10412.0,26444.0,3588.0,23397.0,12448.0,2302.0,197.0,33953.0,1581.0,3285.0,15330.0
421657,"Fume Blanc, Napa, CA 2004",Fume Blanc,Sauvignon Blanc,10696.0,766.0,154172.0,12449.0,836.0,3170.0,4157.0,10350.0,141394.0,10050.0,21498.0,6595.0,2058.0,10799.0,24465.0,3384.0,18182.0,3369.0,22726.0,1634.0,87747.0,1179.0,20796.0,10053.0,769.0,28764.0,458.0,30766.0,107529.0,136348.0,20583.0,56406.0,4078.0,1108.0,16010.0,88716.0,3578.0,1322.0,236038.0,1925.0,8218.0,5702.0,1562661.0,13614.0,2689.0,54895.0,885.0,3756.0,4000.0,744.0,333746.0,1212.0,5630.0,4988.0,27699.0,4256.0,971538.0,9025.0,80901.0,58991.0,8572.0,12137.0,117367.0,16228.0,233825.0,9745.0,4848.0,16144.0,14238.0,511.0,730.0,863.0,3243.0,87918.0,20104.0,49893.0,18248.0,11520.0,759612.0,2330.0,34822.0,2273.0,3446.0,10792.0,762.0,22259.0,22878.0,28215.0,106318.0,558.0,183149.0,2913.0,2053812.0,2912.0,749441.0,17163.0,13051.0,13025.0,30153.0,3901.0,26511.0,19039.0,4064.0,194.0,45346.0,2277.0,3274.0,18160.0
